sessiondatetime,sessionId,userCountry,sourcetype,action_shopHomePageVisit,action_productPageVisit,action_addToCartVisit,action_purchaseVisit
20191020T114918,9.04772E+28,Germany,direct,0,1,1,0
20191020T182234,2.58961E+28,Germany,direct,0,1,0,0
20191020T044935,4.57017E+28,Germany,orgsearch,0,1,0,0
20191020T121524,4.23029E+28,Germany,orgsearch,0,1,0,0
20191020T184826,9.78744E+27,Germany,direct,0,1,0,0
20191020T103303,8.29753E+28,Germany,direct,0,1,0,0
20191019T231625,6.81815E+28,Germany,direct,0,1,0,0
20191020T071930,5.30868E+28,Germany,direct,0,1,0,0
20191020T081622,5.85328E+28,Germany,orgsearch,0,1,0,0
20191020T105316,6.31256E+28,Spain,direct,0,1,0,0
20191020T094839,5.14333E+25,Germany,orgsearch,0,1,0,0
20191020T200035,9.08192E+28,Germany,direct,0,1,0,0
20191020T110651,3.5615E+28,Germany,paysearch,0,1,0,0
20191020T174536,4.16033E+28,Germany,paysearch,0,1,0,0
20191020T211850,4.42683E+27,Germany,paysearch,0,1,0,0
20191020T160628,1.07616E+28,Germany,paysearch,0,1,0,0
20191020T061210,7.12851E+28,Germany,paysearch,0,1,0,0
20191020T201542,6.60654E+28,Germany,paysearch,0,1,0,0
20191020T130952,3.4366E+28,Germany,orgsearch,0,1,0,0
20191020T001412,7.56413E+28,Germany,orgsearch,0,1,1,0
20191020T062644,6.51223E+28,Germany,orgsearch,0,1,0,0
20191020T184012,7.02707E+28,Germany,orgsearch,0,1,0,0
20191020T192858,8.49401E+28,Germany,orgsearch,0,1,0,0
20191020T154344,4.59164E+28,Germany,orgsearch,0,1,0,0
20191020T112354,1.59428E+28,Germany,orgsearch,0,1,0,0
20191020T152102,9.17073E+28,Germany,paysearch,0,1,0,0
20191020T122831,4.06265E+27,Germany,orgsearch,0,1,0,0
20191019T220122,1.09944E+28,Germany,orgsearch,0,1,0,0
20191020T064729,8.85391E+28,Germany,paysearch,0,1,0,0
20191020T122524,2.08064E+28,Germany,orgsearch,0,1,0,0
20191020T083359,2.18749E+27,Germany,orgsearch,0,1,0,0
20191020T095505,1.81557E+28,Germany,paysearch,0,1,0,0
20191020T092316,7.69678E+28,Germany,paysearch,0,1,0,0
20191020T080452,7.1884E+28,Germany,affiliate,0,1,1,0
20191020T112630,6.53465E+28,Germany,paysearch,0,1,1,1
20191020T112237,5.64816E+28,Germany,orgsearch,0,1,0,0
20191019T231259,5.43027E+28,Germany,direct,0,1,0,0
20191020T105418,2.92773E+28,Germany,paysearch,0,1,0,0
20191020T075003,5.05032E+28,Germany,paysearch,0,1,0,1
20191020T173744,5.72733E+28,Germany,paysearch,0,1,0,0
20191020T180726,7.60036E+28,Germany,direct,0,1,0,0
20191020T033744,1.15587E+28,China,direct,0,1,0,0
20191020T161812,7.17508E+28,Germany,direct,0,1,0,0
20191020T105318,4.99494E+28,Germany,orgsearch,0,1,1,0
20191020T103156,6.86791E+28,Germany,orgsearch,0,1,0,0
20191020T111741,6.12061E+28,Germany,orgsearch,0,1,0,0
20191020T171606,1.44908E+27,Germany,orgsearch,0,1,0,0
20191020T114211,8.72538E+28,Germany,paysearch,0,1,0,0
20191020T074950,7.71441E+28,Germany,paysearch,0,1,1,0
20191020T093146,7.62922E+28,Germany,paysearch,0,1,0,0
20191020T175717,2.78006E+28,Germany,orgsearch,0,1,0,0
20191020T105937,5.6031E+28,Germany,paysearch,0,1,1,0
20191020T200221,7.58402E+28,Germany,paysearch,0,1,0,0
20191020T163957,4.58159E+28,Germany,orgsearch,0,1,0,0
20191020T143722,4.77262E+28,Germany,orgsearch,0,1,0,0
20191020T213327,2.8523E+28,United States,direct,0,1,0,0
20191020T214427,3.83094E+28,Germany,orgsearch,0,1,0,0
20191020T164637,4.33158E+28,Germany,orgsearch,0,1,0,0
20191020T160641,9.15164E+27,Germany,orgsearch,0,1,0,0
20191020T170528,7.05424E+28,Germany,orgsearch,0,1,0,0
20191020T073339,7.10018E+28,Spain,direct,0,1,1,0
20191020T195328,7.39623E+28,Germany,direct,0,1,0,0
20191020T084823,7.39929E+28,Germany,paysearch,0,1,0,0
20191020T103405,7.49898E+28,Germany,direct,0,1,0,0
20191020T073615,7.87673E+28,Germany,orgsearch,0,1,0,0
20191020T141349,8.38195E+28,Germany,direct,0,1,0,0
20191020T155204,5.09446E+28,Germany,orgsearch,0,1,0,0
20191020T144836,5.17379E+28,Germany,direct,0,1,0,0
20191020T122742,5.35424E+28,Germany,direct,0,1,1,0
20191020T205627,6.0534E+28,Germany,direct,0,1,0,0
20191019T222524,6.08288E+28,Germany,direct,0,1,0,0
20191020T190548,6.37238E+28,Germany,direct,0,1,0,0
20191020T134050,9.05591E+28,Germany,paysearch,0,1,0,0
20191020T112647,2.55475E+28,Germany,paysearch,0,1,0,0
20191020T213707,3.38035E+28,Germany,paysearch,0,1,0,0
20191020T195038,3.10264E+27,Germany,paysearch,0,1,1,0
20191020T131348,2.19489E+28,Germany,paysearch,0,1,0,0
20191020T113544,9.21472E+27,Germany,paysearch,0,1,0,0
20191020T123711,1.13026E+28,Germany,paysearch,0,1,0,0
20191020T114140,1.26953E+28,Germany,paysearch,0,1,0,0
20191020T174158,1.66956E+28,Germany,paysearch,0,1,1,0
20191020T151112,7.31218E+28,Germany,paysearch,0,1,0,0
20191020T212156,7.64296E+28,Germany,paysearch,0,1,0,0
20191020T083507,8.12919E+28,Germany,paysearch,0,1,1,0
20191020T184702,6.7888E+28,Germany,paysearch,0,1,0,0
20191020T112348,6.89007E+28,Germany,paysearch,0,1,0,0
20191020T213455,4.99302E+28,Germany,paysearch,0,1,1,0
20191020T143830,5.47859E+28,Germany,orgsearch,0,1,0,0
20191020T185949,5.78176E+28,Germany,orgsearch,0,1,0,0
20191019T220712,4.38435E+28,Germany,orgsearch,0,1,0,0
20191020T153532,7.24237E+28,Germany,orgsearch,0,1,0,0
20191020T093314,5.10138E+28,Germany,orgsearch,0,1,1,0
20191020T202606,4.89787E+28,Germany,orgsearch,0,1,0,0
20191020T165038,2.39055E+28,Germany,paysearch,0,1,0,0
20191020T073145,1.81976E+28,Germany,paysearch,0,1,0,0
20191020T100622,5.23497E+28,Germany,paysearch,0,1,0,0
20191020T144333,6.26095E+28,Germany,orgsearch,0,1,0,0
20191020T074759,4.81826E+28,Germany,orgsearch,0,1,0,0
20191020T091322,3.26042E+28,Germany,affiliate,0,1,0,0
20191020T091509,6.31586E+28,Germany,paysearch,0,1,0,0
20191020T081159,8.89895E+28,Germany,paysearch,0,1,0,0
20191020T063457,8.89402E+28,Germany,paysearch,0,1,0,0
20191020T073642,5.56539E+28,Germany,paysearch,0,1,0,0
20191020T064809,6.46773E+28,Germany,paysearch,0,1,1,1
20191020T054540,8.35678E+28,Germany,orgsearch,0,1,0,0
20191020T102253,7.56972E+28,Germany,orgsearch,0,1,0,0
20191020T123334,7.71517E+28,Germany,paysearch,0,1,0,0
20191020T110008,3.51624E+27,Germany,orgsearch,0,1,0,0
20191020T145215,1.7335E+28,Germany,paysearch,0,1,0,0
20191020T144427,7.27479E+28,Germany,orgsearch,0,1,0,0
20191019T223005,7.37606E+28,Germany,orgsearch,0,1,1,0
20191020T110333,7.95494E+28,Germany,orgsearch,0,1,0,0
20191020T102848,5.9551E+28,Liechtenstein,orgsearch,0,1,0,0
20191020T111348,6.60239E+28,Germany,orgsearch,0,1,0,0
20191020T093751,9.19791E+28,Germany,orgsearch,0,1,0,0
20191020T135428,4.44916E+28,Germany,affiliate,0,1,0,0
20191020T111845,3.78713E+28,Germany,affiliate,0,1,0,0
20191020T143228,7.30528E+28,Germany,affiliate,0,1,0,0
20191020T143810,7.50229E+28,Germany,paysearch,0,1,0,0
20191020T085115,2.01499E+28,Germany,paysearch,0,1,0,0
20191020T100539,7.29801E+28,Germany,paysearch,0,1,0,0
20191020T152020,7.78428E+28,Germany,paysearch,0,1,0,0
20191020T084303,8.79762E+28,Germany,affiliate,0,1,0,1
20191020T194051,4.39926E+28,Germany,paysearch,0,1,0,0
20191020T191837,3.36822E+28,Germany,paysearch,0,1,0,0
20191020T113223,3.58449E+28,Germany,paysearch,0,1,0,0
20191020T134002,4.3317E+28,Germany,paysearch,0,1,1,0
20191020T114851,3.83193E+27,Germany,paysearch,0,1,1,0
20191020T070948,1.46102E+28,Germany,paysearch,0,1,0,1
20191020T165704,8.51231E+28,Germany,paysearch,0,1,0,0
20191020T194934,8.56208E+28,Germany,paysearch,0,1,0,0
20191020T135939,8.79672E+28,Germany,paysearch,0,1,0,0
20191019T221035,5.8548E+28,Germany,paysearch,0,1,0,0
20191020T135131,3.952E+28,Germany,paysearch,0,1,0,0
20191020T163340,8.88751E+28,Germany,paysearch,0,1,0,0
20191020T072218,8.35308E+28,Germany,paysearch,0,1,0,0
20191020T084142,4.99459E+28,Germany,orgsearch,0,1,0,0
20191020T212433,6.40966E+28,Germany,paysearch,0,1,0,0
20191020T065951,6.49311E+28,Germany,paysearch,0,1,0,0
20191020T191317,6.73415E+28,Germany,paysearch,0,1,0,0
20191020T151701,1.86678E+28,Germany,orgsearch,0,1,0,0
20191020T140440,8.19682E+28,Germany,paysearch,0,1,0,0
20191020T105739,7.20391E+28,Germany,paysearch,0,1,0,0
20191020T170841,4.68068E+28,Germany,paysearch,0,1,0,0
20191020T142831,3.81976E+27,Germany,paysearch,0,1,0,0
20191020T172617,7.05459E+28,Germany,paysearch,0,1,0,0
20191020T131341,5.67783E+28,Germany,paysearch,0,1,0,0
20191019T220046,6.0842E+28,Germany,paysearch,0,1,1,0
20191020T092716,6.42825E+28,Germany,paysearch,0,1,1,0
20191020T192910,2.14743E+27,Germany,paysearch,0,1,0,0
20191020T095702,2.00195E+28,Germany,paysearch,0,1,1,1
20191020T091416,7.62105E+27,Germany,paysearch,0,1,1,1
20191020T112415,9.01963E+28,Germany,orgsearch,0,1,0,0
20191020T120145,3.29725E+28,Germany,paysearch,0,1,0,0
20191019T221327,3.87788E+28,Germany,paysearch,0,1,1,1
20191020T054219,4.26629E+28,Germany,affiliate,0,1,1,0
20191020T092541,8.18837E+28,Germany,paysearch,0,1,1,1
20191020T121422,8.2892E+28,Germany,orgsearch,0,1,0,0
20191020T175012,8.6139E+28,Germany,orgsearch,0,1,0,0
20191020T174827,5.12449E+28,Germany,affiliate,0,1,1,0
20191020T153831,5.43926E+28,Germany,paysearch,0,1,0,0
20191020T084329,5.52471E+28,Germany,affiliate,0,1,0,0
20191020T172355,5.72882E+28,Germany,paysearch,0,1,1,1
20191020T101126,6.60342E+28,Germany,paysearch,0,1,0,0
20191020T165432,5.8348E+28,Germany,orgsearch,0,1,0,0
20191020T124101,3.23957E+28,Germany,affiliate,0,1,0,0
20191019T225506,4.02167E+27,Germany,affiliate,0,1,0,0
20191020T105209,1.49456E+28,Germany,affiliate,0,1,0,0
20191020T215434,2.54032E+28,Switzerland,direct,0,1,0,0
20191020T081510,2.73447E+28,Germany,direct,0,1,0,0
20191020T200307,3.59642E+28,Germany,direct,0,1,0,0
20191020T152134,4.06711E+28,Germany,orgsearch,0,1,0,0
20191020T131211,4.19548E+28,Germany,direct,0,1,0,0
20191020T133459,7.04516E+27,Germany,affiliate,0,1,0,0
20191020T164253,1.38316E+28,Germany,direct,0,1,0,0
20191020T081335,1.77673E+28,Germany,affiliate,0,1,0,0
20191020T202550,7.39395E+28,Belgium,orgsearch,0,1,0,0
20191020T111533,5.00176E+28,Germany,orgsearch,0,1,0,0
20191020T193531,6.34133E+28,Belgium,orgsearch,0,1,0,0
20191020T154132,2.22363E+28,Germany,paysearch,0,1,0,0
20191020T125453,1.59094E+28,Germany,paysearch,0,1,0,0
20191020T113156,7.54654E+28,Germany,paysearch,0,1,0,0
20191020T192940,7.86187E+28,Germany,direct,0,1,0,0
20191020T114637,8.70626E+28,Germany,affiliate,0,1,0,0
20191020T181546,6.84797E+28,Germany,paysearch,0,1,0,0
20191020T130958,3.41331E+27,Germany,affiliate,0,1,0,1
20191020T135420,7.08013E+28,Germany,orgsearch,0,1,0,0
20191020T205428,5.07254E+28,Germany,orgsearch,0,1,0,0
20191020T081626,5.17186E+28,Germany,paysearch,0,1,0,0
20191020T091214,2.56916E+28,Germany,direct,0,1,0,0
20191020T200045,4.24601E+28,Italy,orgsearch,0,1,0,0
20191020T133449,5.17865E+28,Germany,affiliate,0,1,0,0
20191020T191327,9.24604E+27,Germany,paysearch,0,1,0,0
20191020T161843,8.06703E+28,Germany,orgsearch,0,1,0,0
20191020T114503,4.03706E+28,Germany,orgsearch,0,1,0,0
20191020T151724,8.28938E+26,Germany,paysearch,0,1,0,0
20191020T211507,2.01574E+28,Germany,paysearch,0,1,0,0
20191020T093509,8.76155E+27,Germany,paysearch,0,1,0,0
20191020T164152,5.13382E+28,Germany,paysearch,0,1,0,0
20191020T144427,8.53435E+27,Germany,orgsearch,0,1,1,0
20191020T105313,8.021E+27,Germany,paysearch,0,1,0,0
20191020T191346,1.66808E+28,Germany,paysearch,0,1,0,0
20191020T210959,7.42897E+28,Germany,paysearch,0,1,1,0
20191020T094150,7.50506E+27,Germany,paysearch,0,1,0,0
20191020T200457,6.68158E+28,Germany,paysearch,0,1,0,0
20191020T191842,6.23952E+27,Germany,orgsearch,0,1,0,0
20191020T185434,5.62847E+28,Germany,paysearch,0,1,0,0
20191020T152547,4.56257E+28,Germany,direct,0,1,0,0
20191020T173147,3.10382E+28,Germany,orgsearch,0,1,0,0
20191020T183358,3.48247E+28,Germany,orgsearch,0,1,0,0
20191020T092707,9.48762E+27,Germany,direct,0,1,0,0
20191020T193041,7.51555E+28,Germany,direct,0,1,0,0
20191020T155923,5.72766E+28,Germany,paysearch,0,1,0,0
20191020T164634,1.72033E+28,Germany,orgsearch,0,1,0,0
20191020T210446,7.26579E+28,Germany,orgsearch,0,1,0,0
20191020T175742,7.82373E+28,Germany,orgsearch,0,1,0,0
20191020T074546,2.03062E+28,Germany,orgsearch,0,1,0,0
20191020T082248,4.92866E+28,Germany,direct,0,1,0,0
20191020T164106,2.13722E+28,Germany,paysearch,0,1,0,0
20191020T201516,1.95571E+28,Switzerland,orgsearch,0,1,1,0
20191020T115330,6.37473E+28,Germany,paysearch,0,1,1,0
20191020T074801,4.12927E+28,Germany,orgsearch,0,1,1,0
20191020T171448,5.9919E+28,Germany,direct,0,1,0,0
20191020T152756,5.39996E+28,Germany,paysearch,0,1,0,0
20191020T163649,8.86095E+28,Germany,orgsearch,0,1,0,0
20191020T210639,2.60122E+28,Germany,orgsearch,0,1,0,0
20191020T191732,4.85895E+28,Germany,orgsearch,0,1,0,0
20191020T124708,2.86692E+28,Germany,orgsearch,0,1,1,0
20191020T054052,3.55636E+28,Germany,direct,0,1,0,0
20191020T161724,3.83095E+28,Germany,direct,0,1,0,0
20191020T155628,4.1201E+28,Germany,direct,0,1,0,0
20191020T065306,4.26469E+28,Germany,direct,0,1,0,0
20191020T192445,4.27093E+28,Germany,direct,0,1,0,0
20191020T084813,4.30014E+28,Germany,orgsearch,0,1,0,0
20191020T213057,2.14164E+28,Germany,direct,0,1,0,0
20191020T175003,2.34801E+28,Germany,direct,0,1,1,0
20191020T153211,8.8348E+27,Germany,direct,0,1,0,0
20191020T113727,1.20423E+28,Germany,paysearch,0,1,0,0
20191020T202004,1.23874E+28,Germany,direct,0,1,0,0
20191020T130643,1.70566E+28,Hong Kong,direct,0,1,0,0
20191020T202622,1.83649E+28,Germany,direct,0,1,0,0
20191020T134216,7.03034E+28,Germany,paysearch,0,1,0,0
20191020T162003,7.83813E+28,Germany,paysearch,0,1,0,0
20191020T195705,8.10688E+28,Germany,direct,0,1,0,0
20191020T190001,8.28291E+28,Germany,direct,0,1,0,0
20191020T074514,8.37294E+28,Germany,direct,0,1,0,0
20191020T135034,8.82171E+28,Germany,direct,0,1,0,0
20191020T081718,6.89992E+28,Germany,direct,0,1,0,0
20191020T124744,6.86428E+28,Germany,paysearch,0,1,0,0
20191020T113249,5.52003E+28,Germany,orgsearch,0,1,1,0
20191020T083713,5.68068E+28,Slovenia,affiliate,0,1,0,0
20191020T151533,6.06456E+28,Germany,orgsearch,0,1,0,0
20191020T085333,6.12397E+28,Denmark,direct,0,1,1,0
20191020T100328,6.41251E+28,Germany,orgsearch,0,1,0,0
20191019T231145,6.61919E+28,Germany,orgsearch,0,1,0,0
20191020T193003,1.66401E+28,Germany,paysearch,0,1,0,0
20191020T081634,9.05085E+28,Germany,paysearch,0,1,0,0
20191020T181634,9.13335E+28,Germany,affiliate,0,1,0,1
20191020T141126,4.65676E+28,Germany,affiliate,0,1,0,0
20191020T113055,4.68215E+28,Germany,affiliate,0,1,0,0
20191020T183201,2.76514E+28,Germany,paysearch,0,1,0,0
20191020T174545,4.88817E+28,Germany,orgsearch,0,1,1,0
20191020T093718,3.37087E+28,Germany,paysearch,0,1,1,0
20191020T204559,3.7526E+28,Germany,orgsearch,0,1,0,0
20191020T174536,3.80568E+28,Germany,affiliate,0,1,1,0
20191020T092550,2.05937E+28,Germany,paysearch,0,1,0,0
20191020T092145,2.10545E+28,Germany,paysearch,0,1,0,0
20191020T074809,2.33865E+28,Germany,direct,0,1,1,0
20191020T143851,8.07865E+27,Germany,paysearch,0,1,1,1
20191020T082550,9.53105E+27,Germany,paysearch,0,1,1,0
20191020T133501,1.37473E+28,Germany,direct,0,1,0,0
20191020T140038,1.46915E+28,Germany,orgsearch,0,1,1,0
20191020T115102,7.65003E+28,Germany,paysearch,0,1,0,0
20191020T154643,8.37733E+28,Germany,paysearch,0,1,0,0
20191020T193521,8.63665E+28,Germany,paysearch,0,1,0,0
20191020T095712,6.98644E+28,Germany,paysearch,0,1,0,0
20191020T151729,5.59863E+28,Germany,paysearch,0,1,0,0
20191020T184618,5.92336E+28,Germany,paysearch,0,1,0,0
20191020T091919,6.49353E+28,Germany,paysearch,0,1,0,0
20191020T164945,5.51144E+28,Germany,paysearch,0,1,0,0
20191020T190921,3.16194E+28,Germany,orgsearch,0,1,0,0
20191020T182300,6.55298E+28,Austria,orgsearch,0,1,0,0
20191020T120850,3.73494E+28,Germany,orgsearch,0,1,0,0
20191020T094517,7.61956E+27,Germany,orgsearch,0,1,0,0
20191020T102322,1.49572E+28,Germany,orgsearch,0,1,0,0
20191020T174800,6.55927E+27,Germany,paysearch,0,1,0,1
20191020T183438,3.09308E+28,United Kingdom,orgsearch,0,1,0,0
20191020T074433,3.34661E+28,Germany,paysearch,0,1,0,0
20191020T152118,6.83354E+27,Germany,orgsearch,0,1,0,0
20191020T120755,5.47868E+28,Germany,paysearch,0,1,0,0
20191020T093452,2.49823E+28,Germany,direct,0,1,0,0
20191020T103301,6.89288E+28,Germany,orgsearch,0,1,0,0
20191020T121118,2.50185E+27,Germany,affiliate,0,1,0,0
20191020T104902,3.99814E+28,Germany,paysearch,0,1,0,0
20191020T193819,6.20858E+28,Germany,paysearch,0,1,0,0
20191020T181920,1.03626E+27,Germany,paysearch,0,1,0,0
20191020T211414,6.75491E+28,Germany,affiliate,0,1,0,0
20191020T200708,2.62574E+28,Germany,orgsearch,0,1,0,0
20191020T095938,8.63944E+28,Germany,orgsearch,0,1,0,0
20191020T214049,6.99674E+28,Germany,paysearch,0,1,0,0
20191020T161636,8.83929E+28,Germany,affiliate,0,1,0,0
20191020T084659,5.99189E+28,Germany,paysearch,0,1,0,0
20191020T081202,4.35463E+28,Germany,paysearch,0,1,0,0
20191020T091024,1.98768E+28,Germany,paysearch,0,1,0,0
20191020T160929,4.93408E+28,Germany,paysearch,0,1,0,0
20191020T073810,4.79641E+27,Germany,paysearch,0,1,0,0
20191020T083637,6.06398E+27,Germany,paysearch,0,1,0,0
20191020T102325,7.91995E+28,Germany,paysearch,0,1,0,0
20191020T185953,5.17293E+28,Germany,paysearch,0,1,0,0
20191020T213958,2.70716E+28,Germany,orgsearch,0,1,0,0
20191020T193459,1.90695E+28,Germany,orgsearch,0,1,0,0
20191020T112011,8.92612E+28,Germany,paysearch,0,1,0,0
20191020T080908,9.04624E+28,Germany,paysearch,0,1,0,0
20191020T154541,6.87147E+27,Germany,paysearch,0,1,0,0
20191020T103723,7.98617E+28,Germany,paysearch,0,1,1,0
20191020T093743,7.00355E+28,Germany,paysearch,0,1,0,0
20191020T204919,4.3844E+28,Germany,paysearch,0,1,0,0
20191020T083245,3.24448E+28,Germany,paysearch,0,1,0,0
20191020T062949,3.36627E+28,Germany,paysearch,0,1,0,0
20191020T123233,3.56452E+28,Germany,paysearch,0,1,0,0
20191020T065214,2.81608E+27,Germany,paysearch,0,1,0,0
20191020T192322,2.42637E+28,Germany,paysearch,0,1,0,0
20191020T111030,4.93288E+28,Germany,paysearch,0,1,0,0
20191020T214816,6.90782E+28,Germany,paysearch,0,1,0,0
20191020T151758,5.64043E+28,Germany,paysearch,0,1,0,0
20191020T195357,6.36323E+28,Germany,paysearch,0,1,0,0
20191020T120709,7.68231E+26,Germany,paysearch,0,1,0,0
20191020T090256,9.5205E+26,Germany,paysearch,0,1,1,1
20191020T173944,3.2051E+28,Germany,orgsearch,0,1,0,0
20191020T112501,3.45289E+28,Germany,orgsearch,0,1,0,0
20191020T114450,8.95136E+27,Germany,paysearch,0,1,0,0
20191020T171620,1.13984E+28,Germany,paysearch,0,1,0,0
20191020T144129,7.09409E+28,Germany,paysearch,0,1,0,0
20191020T092354,8.56997E+28,Germany,paysearch,0,1,1,0
20191020T132527,5.2028E+28,Germany,direct,0,1,0,1
20191020T144740,5.2407E+28,Germany,paysearch,0,1,1,1
20191020T153215,5.20105E+28,Germany,paysearch,0,1,0,0
20191020T050716,8.83693E+27,Germany,paysearch,0,1,0,0
20191020T111825,6.13214E+28,Germany,orgsearch,0,1,0,0
20191020T125915,9.14771E+28,Germany,paysearch,0,1,0,0
20191019T230852,2.59974E+28,Germany,paysearch,0,1,0,0
20191020T142500,3.9074E+28,Germany,paysearch,0,1,0,0
20191020T195006,2.16054E+28,Germany,paysearch,0,1,0,0
20191020T145031,6.69945E+27,Germany,paysearch,0,1,0,0
20191020T185033,8.7666E+28,Germany,paysearch,0,1,0,0
20191020T095825,5.42329E+28,Germany,paysearch,0,1,0,0
20191020T121900,8.54662E+28,Germany,paysearch,0,1,0,0
20191020T154458,8.30517E+28,Germany,paysearch,0,1,0,0
20191020T095115,2.35505E+28,Germany,paysearch,0,1,0,0
20191020T180455,4.39459E+27,Germany,paysearch,0,1,0,0
20191020T111424,7.94725E+28,Germany,orgsearch,0,1,0,0
20191019T230840,3.52341E+28,Germany,paysearch,0,1,0,1
20191020T194040,3.69743E+28,Germany,affiliate,0,1,0,0
20191020T092744,1.07441E+28,Germany,affiliate,0,1,1,0
20191020T153152,6.24231E+28,Germany,affiliate,0,1,1,1
20191020T113408,4.33924E+27,Germany,affiliate,0,1,1,0
20191020T170418,6.8649E+28,Germany,affiliate,0,1,1,0
20191020T105415,5.30331E+28,Germany,orgsearch,0,1,0,0
20191020T080822,9.13811E+28,Germany,orgsearch,0,1,0,0
20191020T035649,2.76883E+28,Germany,direct,0,1,0,0
20191020T190725,4.83806E+28,Germany,direct,0,1,0,0
20191020T103530,1.98945E+28,Germany,orgsearch,0,1,0,0
20191020T075909,6.58239E+27,Germany,direct,0,1,0,0
20191020T140435,9.71176E+27,Germany,orgsearch,0,1,0,0
20191020T211004,1.43612E+28,Germany,direct,0,1,0,0
20191020T102427,1.51304E+28,Germany,direct,0,1,1,0
20191019T225115,1.83689E+28,Germany,direct,0,1,0,0
20191020T160819,1.90863E+28,Germany,orgsearch,0,1,0,0
20191020T092455,7.03714E+28,Germany,direct,0,1,0,0
20191020T101402,8.38324E+28,Netherlands,direct,0,1,0,0
20191019T221846,8.54557E+28,Germany,direct,0,1,0,0
20191020T084408,8.606E+28,Germany,orgsearch,0,1,0,0
20191020T180758,6.87566E+28,Germany,orgsearch,0,1,0,0
20191019T221145,6.80799E+28,Russia,orgsearch,0,1,0,0
20191020T131840,4.90101E+28,Germany,orgsearch,0,1,0,0
20191020T174712,6.95662E+28,Germany,direct,0,1,1,0
20191019T220124,5.53391E+28,Germany,direct,0,1,0,0
20191020T202932,6.13649E+28,Germany,orgsearch,0,1,0,0
20191020T071701,4.51477E+28,Germany,paysearch,0,1,0,0
20191020T133917,4.69301E+28,Germany,paysearch,0,1,0,0
20191020T074507,7.28167E+28,Germany,affiliate,0,1,0,0
20191020T131546,7.39659E+28,Germany,paysearch,0,1,0,0
20191020T110334,8.75839E+28,Germany,paysearch,0,1,0,0
20191020T205925,5.10996E+28,Germany,paysearch,0,1,0,0
20191020T201817,6.74544E+28,Germany,direct,0,1,0,0
20191020T162118,8.56521E+28,Germany,orgsearch,0,1,0,0
20191020T183723,9.11911E+28,Germany,orgsearch,0,1,0,0
20191020T121343,2.97144E+28,Germany,direct,0,1,0,0
20191020T170617,7.27079E+28,Germany,paysearch,0,1,0,0
20191020T192806,6.34459E+28,Germany,paysearch,0,1,0,0
20191020T160956,2.36804E+28,Germany,orgsearch,0,1,0,0
20191020T123522,6.35966E+27,Germany,orgsearch,0,1,0,0
20191020T192615,4.96024E+28,Germany,orgsearch,0,1,0,0
20191020T213831,7.96913E+28,Germany,paysearch,0,1,0,0
20191020T160502,1.77639E+28,Germany,orgsearch,0,1,0,0
20191020T072810,3.88616E+28,Germany,paysearch,0,1,1,0
20191020T143933,3.00407E+28,Germany,paysearch,0,1,0,0
20191020T081509,1.87648E+27,Germany,paysearch,0,1,0,0
20191020T151218,4.16357E+28,Germany,paysearch,0,1,0,0
20191020T121807,8.88888E+28,Germany,paysearch,0,1,0,0
20191020T105926,7.09153E+28,Germany,paysearch,0,1,0,0
20191020T105425,6.38453E+28,Germany,paysearch,0,1,0,0
20191020T082510,7.28514E+28,Germany,affiliate,0,1,0,0
20191020T195643,1.84359E+28,Germany,affiliate,0,1,0,1
20191020T061558,5.52496E+28,Germany,paysearch,0,1,0,0
20191020T142019,4.53496E+28,Germany,orgsearch,0,1,1,1
20191020T141558,3.21688E+28,Germany,orgsearch,0,1,0,0
20191020T204840,7.97093E+27,Germany,paysearch,0,1,0,1
20191020T080307,7.25804E+28,Germany,paysearch,0,1,0,0
20191020T091202,1.98591E+28,Germany,direct,0,1,0,0
20191020T102435,1.17492E+28,Germany,direct,0,1,0,0
20191020T080613,1.58739E+28,Germany,affiliate,0,1,0,0
20191020T161358,1.24179E+28,Germany,orgsearch,0,1,0,0
20191020T174459,8.94281E+28,Germany,orgsearch,0,1,1,0
20191020T151856,8.0681E+28,Germany,paysearch,0,1,0,0
20191020T080708,9.11195E+28,Germany,paysearch,0,1,0,0
20191020T173448,3.0436E+28,Germany,direct,0,1,0,0
20191020T200642,4.48503E+28,Germany,direct,0,1,0,0
20191020T210100,5.77725E+28,Germany,paysearch,0,1,0,0
20191020T123401,3.04541E+28,Germany,paysearch,0,1,0,0
20191020T210650,7.12178E+28,Germany,affiliate,0,1,0,0
20191020T172003,4.96765E+28,Germany,direct,0,1,0,0
20191020T125040,8.9523E+28,Germany,direct,0,1,0,0
20191020T175820,9.03853E+28,Germany,orgsearch,0,1,0,0
20191020T190719,4.57218E+28,Germany,orgsearch,0,1,0,0
20191020T134127,4.79863E+28,Germany,orgsearch,0,1,0,0
20191020T110138,2.77921E+28,Germany,direct,0,1,0,0
20191020T212059,3.46867E+28,Germany,orgsearch,0,1,0,0
20191020T063214,3.47737E+28,Germany,direct,0,1,0,0
20191020T112848,3.51993E+28,Germany,orgsearch,0,1,0,0
20191020T110708,3.94735E+28,Germany,orgsearch,0,1,0,0
20191020T083537,1.1764E+27,Germany,orgsearch,0,1,0,0
20191020T142044,1.98055E+28,Germany,orgsearch,0,1,0,0
20191020T071732,2.14422E+28,Germany,direct,0,1,0,0
20191020T075650,7.12066E+27,Germany,direct,0,1,0,0
