sessiondatetime,sessionId,userCountry,sourcetype,action_shopHomePageVisit,action_productPageVisit,action_addToCartVisit,action_purchaseVisit
20191020T112140,9.19075E+27,Germany,direct,0,1,0,0
20191020T114256,1.05124E+28,Germany,direct,0,1,1,0
20191020T185003,1.50063E+28,Germany,orgsearch,0,1,0,0
20191020T200708,1.54587E+28,Germany,direct,0,1,0,0
20191020T093025,7.39436E+28,Germany,direct,0,1,0,0
20191020T130927,7.4919E+28,Germany,orgsearch,0,1,1,1
20191020T111939,7.78425E+28,Germany,orgsearch,0,1,1,1
20191020T093205,8.68741E+28,Germany,affiliate,0,1,0,0
20191020T184409,8.73042E+28,Germany,direct,0,1,0,0
20191020T145611,3.0575E+28,Germany,paysearch,0,1,1,1
20191020T155118,3.09332E+28,Germany,paysearch,0,1,0,0
20191020T074640,3.46077E+28,Germany,paysearch,0,1,0,0
20191020T193555,6.20243E+27,Germany,paysearch,0,1,0,1
20191020T145419,1.75962E+28,Germany,paysearch,0,1,0,0
20191020T125928,8.51115E+28,Germany,paysearch,0,1,0,0
20191020T065711,5.44858E+28,Germany,orgsearch,0,1,0,0
20191020T143226,3.95896E+28,Germany,orgsearch,0,1,1,0
20191020T185542,8.96121E+28,Germany,paysearch,0,1,1,1
20191020T072805,2.11976E+28,Germany,orgsearch,0,1,0,1
20191020T131913,4.74316E+28,Germany,affiliate,0,1,1,1
20191020T095652,5.70284E+28,Germany,paysearch,0,1,0,1
20191020T070815,7.95745E+28,Germany,paysearch,0,1,1,1
20191020T175938,9.66223E+26,Germany,orgsearch,0,1,0,0
20191020T105132,2.82657E+28,Germany,paysearch,0,1,1,1
20191020T212851,1.3381E+28,Germany,orgsearch,0,1,0,0
20191020T165011,3.42193E+28,Germany,paysearch,0,1,0,1
20191020T170841,1.31572E+28,Germany,direct,0,1,0,0
20191020T144232,2.68301E+28,Germany,paysearch,0,1,0,0
20191020T141107,6.29206E+28,Germany,paysearch,0,1,0,0
20191020T144227,5.39171E+28,Germany,orgsearch,0,1,1,0
20191020T114950,4.28177E+28,Hungary,orgsearch,0,1,0,0
20191020T170224,3.2643E+28,Germany,paysearch,0,1,0,0
20191020T214654,7.71991E+28,Germany,paysearch,0,1,0,0
20191020T070726,7.37138E+28,Germany,paysearch,0,1,1,1
20191020T205806,3.51723E+28,Germany,affiliate,0,1,0,0
20191020T110453,4.61928E+28,Germany,affiliate,0,1,0,0
20191020T205607,3.50786E+28,Germany,paysearch,0,1,1,0
20191020T151410,1.43337E+28,Germany,paysearch,0,1,1,1
20191020T182408,3.44255E+28,Germany,paysearch,0,1,0,0
20191020T093753,4.77827E+28,Germany,direct,0,1,0,0
20191020T125156,3.3492E+28,Germany,direct,0,1,1,0
20191020T082316,4.37456E+27,Poland,orgsearch,0,1,0,0
20191020T212832,8.71314E+28,Germany,orgsearch,0,1,0,0
20191020T063710,7.26135E+28,Germany,paysearch,0,1,0,1
20191020T152510,7.85581E+28,Germany,paysearch,0,1,1,0
20191020T094820,6.77929E+28,Germany,paysearch,0,1,1,0
20191020T102220,6.83199E+28,Germany,paysearch,0,1,0,0
20191020T104102,5.1304E+28,Germany,paysearch,0,1,0,0
20191020T183048,4.07404E+28,Germany,orgsearch,0,1,0,0
20191020T120052,3.01522E+27,Germany,direct,0,1,1,0
20191020T190536,1.19918E+28,Germany,paysearch,0,1,0,1
20191020T184915,2.87178E+28,Germany,paysearch,0,1,0,0
20191020T113937,5.5113E+28,Germany,paysearch,0,1,1,1
20191020T144730,1.05678E+28,Germany,affiliate,0,1,1,1
20191019T220854,5.52043E+28,Germany,direct,0,1,0,0
20191020T064039,5.72477E+27,Spain,direct,0,1,0,0
20191020T102029,6.2392E+28,Germany,paysearch,0,1,1,0
20191020T123145,8.16943E+27,Germany,direct,0,1,0,0
20191020T151811,4.87872E+28,Germany,orgsearch,0,1,1,1
20191020T115501,3.05079E+28,Germany,orgsearch,0,1,0,1
20191020T175923,3.78632E+28,Germany,direct,0,1,0,0
20191020T133008,3.95375E+28,Germany,orgsearch,0,1,1,0
20191020T111916,7.48685E+27,Germany,orgsearch,0,1,0,0
20191020T102204,1.09667E+28,Germany,direct,0,1,0,0
20191020T092119,8.24033E+28,Germany,direct,0,1,0,0
20191020T135835,8.70881E+28,Germany,orgsearch,0,1,0,0
20191020T061355,5.4046E+28,Germany,direct,0,1,1,1
20191020T113351,6.68211E+28,Germany,direct,0,1,0,0
20191020T104528,6.77171E+28,Germany,paysearch,0,1,0,0
20191020T122011,7.54983E+28,Germany,paysearch,0,1,1,0
20191020T130102,8.36878E+28,Germany,paysearch,0,1,0,0
20191020T071443,6.09299E+28,Germany,paysearch,0,1,0,0
20191020T101511,6.90108E+28,Germany,direct,0,1,0,0
20191020T080736,1.96004E+28,Germany,paysearch,0,1,1,1
20191020T081241,7.95515E+28,Germany,orgsearch,0,1,0,0
20191020T113720,2.56904E+28,Germany,paysearch,0,1,0,0
20191020T200259,7.1495E+28,Germany,paysearch,0,1,1,0
20191020T115958,1.05124E+28,Germany,orgsearch,0,1,0,1
20191020T194255,3.93908E+28,Germany,orgsearch,0,1,0,0
20191020T141402,8.525E+28,Germany,affiliate,0,1,1,1
20191020T104712,1.30168E+28,Germany,orgsearch,0,1,0,0
20191020T172040,4.5053E+28,Germany,orgsearch,0,1,0,0
20191020T144119,4.54132E+28,Germany,paysearch,0,1,0,1
20191020T170655,7.83758E+28,Germany,paysearch,0,1,0,0
20191020T045318,6.70423E+28,Germany,direct,0,1,0,0
20191020T213356,6.32241E+28,Belgium,orgsearch,0,1,0,0
20191020T102230,8.47317E+27,Germany,orgsearch,0,1,0,0
20191020T210635,8.49826E+28,Germany,paysearch,0,1,0,0
20191020T185310,9.07408E+28,Germany,direct,0,1,0,0
20191020T090354,5.77498E+28,Germany,affiliate,0,1,0,0
20191020T191222,4.55328E+28,Germany,orgsearch,0,1,0,0
20191020T174124,8.56521E+28,Germany,orgsearch,0,1,0,0
20191020T131529,4.98113E+28,Germany,orgsearch,0,1,1,0
20191020T204226,2.70716E+28,Germany,orgsearch,0,1,1,0
20191020T093603,3.55983E+28,Germany,direct,0,1,0,0
20191020T124929,9.13699E+27,Germany,direct,0,1,0,0
20191020T162905,8.26294E+28,Germany,orgsearch,0,1,0,1
20191020T100702,6.08288E+28,Germany,direct,0,1,0,0
20191020T171926,6.1072E+28,Germany,orgsearch,0,1,0,0
20191020T135607,6.1143E+28,Germany,direct,0,1,0,0
20191020T160722,2.91848E+28,Germany,paysearch,0,1,1,0
20191020T155131,4.79284E+28,Germany,affiliate,0,1,1,1
20191020T103743,4.34725E+28,Germany,paysearch,0,1,0,0
20191020T163754,3.79828E+27,Germany,paysearch,0,1,1,0
20191020T112102,1.83321E+28,Germany,affiliate,0,1,1,1
20191020T184455,5.60418E+28,Germany,paysearch,0,1,0,0
20191020T121820,1.96408E+28,Germany,orgsearch,0,1,0,0
20191020T133000,1.69787E+28,Germany,orgsearch,0,1,0,0
20191020T193738,7.71659E+28,Germany,paysearch,0,1,1,1
20191020T080906,5.38001E+28,Germany,paysearch,0,1,0,0
20191020T212022,5.41206E+28,Germany,paysearch,0,1,1,0
20191020T204509,2.39207E+27,Germany,paysearch,0,1,1,0
20191020T053430,8.33476E+28,Germany,paysearch,0,1,0,0
20191020T160834,5.58189E+28,Germany,orgsearch,0,1,0,0
20191020T123540,1.52984E+28,Germany,affiliate,0,1,0,0
20191020T135736,1.9127E+28,Germany,orgsearch,0,1,1,0
20191020T173216,8.67422E+28,Germany,orgsearch,0,1,0,0
20191020T193316,7.99038E+28,Germany,orgsearch,0,1,1,1
20191020T121355,8.12532E+28,Germany,affiliate,0,1,0,0
20191020T092409,5.8713E+28,Germany,orgsearch,0,1,0,0
20191020T173231,2.68345E+28,Germany,paysearch,0,1,0,0
20191020T063744,2.81608E+27,Germany,paysearch,0,1,0,0
20191020T112231,7.94367E+28,Germany,affiliate,0,1,0,1
20191020T201034,4.5839E+28,Germany,orgsearch,0,1,0,0
20191020T130706,4.45511E+28,Germany,paysearch,0,1,0,0
20191020T181050,3.16982E+28,Poland,paysearch,0,1,0,0
20191020T170903,4.87185E+28,Germany,direct,0,1,0,0
20191020T140352,1.01243E+28,Germany,direct,0,1,0,0
20191020T154222,5.19171E+28,Germany,direct,0,1,0,0
20191020T154436,5.76183E+28,Germany,paysearch,0,1,0,0
20191020T150532,7.67432E+28,Germany,orgsearch,0,1,1,0
20191020T202939,7.80797E+28,Germany,direct,0,1,0,0
20191020T141729,4.71715E+26,Germany,paysearch,0,1,0,0
20191020T080103,7.94634E+28,Germany,orgsearch,0,1,1,1
20191020T175248,3.18429E+27,Germany,paysearch,0,1,0,0
20191020T144736,8.44384E+28,Germany,paysearch,0,1,1,0
20191020T145642,1.59713E+28,Germany,paysearch,0,1,1,0
20191020T192252,4.71351E+28,Germany,orgsearch,0,1,0,0
20191020T195956,4.90315E+28,Germany,orgsearch,0,1,1,0
20191020T113912,1.41056E+28,Germany,direct,0,1,1,0
20191020T193712,1.5362E+28,Germany,direct,0,1,0,0
20191020T133536,8.61437E+28,Germany,direct,0,1,1,0
20191020T115556,8.98523E+28,Germany,paysearch,0,1,0,0
20191020T100342,3.04842E+28,Germany,paysearch,0,1,0,0
20191020T194705,1.83146E+28,Germany,orgsearch,0,1,0,0
20191020T081535,8.32064E+28,Germany,paysearch,0,1,1,0
20191020T202411,7.76318E+26,Germany,paysearch,0,1,0,0
20191020T205319,5.53372E+28,Germany,orgsearch,0,1,0,1
20191020T034712,8.86908E+28,China,direct,0,1,1,0
20191020T104136,6.50193E+28,Germany,orgsearch,0,1,0,0
20191020T135235,5.693E+28,Germany,affiliate,0,1,0,0
20191020T210823,3.52225E+27,Germany,paysearch,0,1,0,0
20191020T121601,8.02316E+28,Germany,paysearch,0,1,0,0
20191020T190237,8.4891E+28,Germany,orgsearch,0,1,0,1
20191020T110902,7.15358E+28,Germany,affiliate,0,1,0,0
20191020T091303,6.60232E+28,Germany,paysearch,0,1,0,0
20191020T070221,2.91334E+28,Germany,paysearch,0,1,1,0
20191020T170324,3.79828E+27,Germany,paysearch,0,1,0,1
20191020T112405,2.96037E+28,Germany,paysearch,0,1,0,0
20191020T095828,6.81431E+27,Germany,affiliate,0,1,1,1
20191020T201510,4.02518E+28,Germany,direct,0,1,1,1
20191020T095723,4.87351E+28,Germany,paysearch,0,1,1,1
20191020T125730,6.64786E+28,Germany,orgsearch,0,1,0,0
20191020T110545,5.23497E+28,Germany,paysearch,0,1,0,0
20191020T115448,6.56581E+28,Germany,orgsearch,0,1,0,0
20191020T112511,3.60372E+28,Germany,orgsearch,0,1,0,0
20191020T022400,1.08552E+28,Germany,direct,0,1,0,0
20191020T090943,1.18713E+28,Germany,orgsearch,0,1,0,0
20191020T113756,1.23495E+28,Germany,direct,0,1,0,0
20191020T192652,8.13594E+28,Germany,direct,0,1,0,0
20191020T204706,6.40984E+28,Germany,direct,0,1,0,0
20191020T142627,6.63375E+27,Germany,paysearch,0,1,0,0
20191020T062808,4.81368E+28,Germany,paysearch,0,1,0,0
20191020T185230,9.24604E+27,Germany,paysearch,0,1,0,0
20191020T082352,4.43236E+28,Germany,affiliate,0,1,1,0
20191020T065702,2.85931E+28,Germany,direct,0,1,0,0
20191020T204156,3.02526E+28,Germany,direct,0,1,1,0
20191020T092856,4.01004E+28,Germany,direct,0,1,0,0
20191020T103649,6.85684E+27,Germany,direct,0,1,1,0
20191020T213328,8.06799E+28,Germany,direct,0,1,0,0
20191020T092659,8.13922E+28,Germany,direct,0,1,0,0
20191020T202825,4.96529E+28,Germany,orgsearch,0,1,0,0
20191020T145229,5.23497E+28,Germany,paysearch,0,1,0,0
20191020T175647,5.5132E+28,Germany,paysearch,0,1,0,0
20191020T165144,5.8288E+28,Germany,orgsearch,0,1,0,0
20191020T145913,6.14313E+28,Germany,orgsearch,0,1,0,0
20191020T164353,6.48174E+28,Germany,orgsearch,0,1,0,0
20191020T132239,9.05591E+28,Germany,paysearch,0,1,0,0
20191019T221404,3.06439E+28,Germany,paysearch,0,1,0,0
20191020T083959,3.2046E+28,Germany,paysearch,0,1,1,1
20191020T083205,3.49227E+28,Germany,paysearch,0,1,0,0
20191020T132517,1.95722E+28,Germany,paysearch,0,1,0,0
20191020T091316,1.46065E+28,Germany,paysearch,0,1,1,0
20191020T100934,1.48978E+28,Germany,paysearch,0,1,0,0
20191020T152403,1.76451E+28,Germany,paysearch,0,1,0,1
20191020T100942,7.49252E+28,Germany,affiliate,0,1,1,1
20191020T093902,7.60472E+28,Germany,paysearch,0,1,0,0
20191020T145549,8.25664E+28,Germany,paysearch,0,1,0,0
20191020T122858,5.91786E+28,Germany,affiliate,0,1,1,0
20191020T205123,6.14054E+28,Germany,paysearch,0,1,0,0
20191020T123844,6.07978E+28,Germany,direct,0,1,0,0
20191020T174148,3.25168E+28,Germany,orgsearch,0,1,0,1
20191020T145420,2.6064E+28,Germany,paysearch,0,1,0,0
20191020T102828,2.85341E+28,Germany,paysearch,0,1,0,0
20191020T052858,3.41259E+28,Germany,paysearch,0,1,0,0
20191020T093842,6.70761E+28,Germany,orgsearch,0,1,0,1
20191020T194551,1.55663E+28,Germany,paysearch,0,1,0,1
20191020T213348,6.89522E+28,Germany,paysearch,0,1,1,1
20191020T173322,5.73648E+28,Germany,paysearch,0,1,0,0
20191020T070524,1.57698E+28,Germany,paysearch,0,1,0,0
20191020T113015,7.57321E+28,Germany,paysearch,0,1,0,0
20191020T145630,7.848E+28,Germany,affiliate,0,1,0,0
20191020T104749,4.74194E+28,Germany,paysearch,0,1,0,1
20191020T093322,4.36372E+28,Germany,paysearch,0,1,1,1
20191020T135614,2.32952E+28,Germany,paysearch,0,1,0,1
20191020T122137,3.08521E+28,Germany,paysearch,0,1,1,1
20191020T181300,3.94274E+28,Germany,paysearch,0,1,1,1
20191020T162857,1.8332E+28,Germany,orgsearch,0,1,1,1
20191020T095036,7.46023E+28,Germany,paysearch,0,1,0,0
20191020T195828,8.84327E+28,Germany,paysearch,0,1,0,0
20191020T082548,4.49652E+28,Germany,orgsearch,0,1,0,0
20191020T204835,2.81016E+28,Germany,paysearch,0,1,0,0
20191020T160306,3.21333E+28,Germany,affiliate,0,1,1,1
20191020T084600,3.68854E+28,Germany,paysearch,0,1,1,1
20191020T130636,1.47676E+28,Germany,paysearch,0,1,1,0
20191020T093633,8.99413E+28,Germany,paysearch,0,1,0,0
20191020T133215,3.98457E+28,Germany,affiliate,0,1,1,1
20191020T130858,2.0001E+28,Germany,orgsearch,0,1,0,0
20191020T070159,8.37211E+28,Germany,orgsearch,0,1,0,0
20191020T171640,3.19566E+28,Germany,orgsearch,0,1,0,0
20191020T203312,1.93317E+28,Germany,orgsearch,0,1,0,0
20191020T181316,1.29195E+28,Germany,direct,0,1,1,1
20191020T203528,7.04037E+28,Germany,direct,0,1,0,0
20191020T081005,7.24466E+28,Germany,paysearch,0,1,0,0
20191020T122848,7.94603E+28,Germany,direct,0,1,0,0
20191020T082116,3.97563E+28,Germany,paysearch,0,1,0,0
20191020T074807,3.31569E+28,Germany,orgsearch,0,1,1,0
20191020T163351,2.50508E+28,Germany,direct,0,1,0,0
20191020T160113,2.22363E+28,Germany,paysearch,0,1,0,0
20191020T153533,2.08501E+28,Germany,affiliate,0,1,0,0
20191020T183254,1.64825E+28,Germany,paysearch,0,1,1,0
20191020T085721,4.01286E+28,Germany,paysearch,0,1,0,1
20191020T194717,4.7544E+28,Germany,paysearch,0,1,0,0
20191020T141632,6.8543E+28,Germany,paysearch,0,1,0,0
20191020T210018,4.59183E+28,Germany,orgsearch,0,1,0,0
20191020T151833,7.18819E+28,Germany,direct,0,1,0,1
20191020T183205,3.81161E+28,Germany,orgsearch,0,1,0,0
20191020T073412,1.52228E+28,Germany,paysearch,0,1,1,0
20191020T151458,6.56538E+28,Germany,paysearch,0,1,0,0
20191020T140433,5.83552E+28,Germany,direct,0,1,0,0
20191020T085621,8.8714E+28,Germany,paysearch,0,1,1,0
20191020T095842,8.2252E+28,Germany,direct,0,1,0,0
20191020T204508,9.68849E+27,Germany,paysearch,0,1,0,0
20191020T190610,2.41398E+28,Germany,affiliate,0,1,0,0
20191020T094229,4.7138E+28,Germany,direct,0,1,0,0
20191020T171127,3.04386E+28,Germany,direct,0,1,1,1
20191020T104243,4.01485E+27,Germany,orgsearch,0,1,0,0
20191020T113443,1.26841E+28,Germany,orgsearch,0,1,0,1
20191020T172714,7.34563E+28,Germany,orgsearch,0,1,0,0
20191020T105722,7.89339E+28,Germany,orgsearch,0,1,0,0
20191020T094139,8.32221E+28,Germany,direct,0,1,0,0
20191020T170223,6.89083E+28,Germany,orgsearch,0,1,1,0
20191020T130336,5.33121E+28,Germany,paysearch,0,1,1,1
20191020T133134,5.39587E+28,Germany,direct,0,1,0,0
20191020T110505,6.77403E+28,Germany,direct,0,1,1,1
20191020T091353,7.69798E+28,Germany,paysearch,0,1,1,1
20191020T122154,8.55153E+28,Germany,paysearch,0,1,0,0
20191020T092942,8.70427E+28,Germany,orgsearch,0,1,0,0
20191020T180704,3.23064E+28,Germany,paysearch,0,1,0,0
20191020T113854,1.18994E+28,Germany,direct,0,1,1,1
20191020T190224,4.62034E+28,Germany,orgsearch,0,1,0,0
20191020T072614,1.81938E+28,Germany,paysearch,0,1,1,1
20191020T190124,8.69545E+28,Germany,paysearch,0,1,0,0
20191020T154110,6.18367E+28,Germany,direct,0,1,0,0
20191020T060122,2.45031E+28,Germany,orgsearch,0,1,0,0
20191020T090833,2.37565E+27,Germany,affiliate,0,1,0,0
20191020T155913,8.37733E+28,Germany,orgsearch,0,1,0,0
20191020T124053,4.93657E+28,Germany,affiliate,0,1,1,1
20191020T105733,3.10224E+28,Germany,orgsearch,0,1,1,1
20191020T120423,7.18018E+28,Germany,paysearch,0,1,0,0
20191020T112757,7.37703E+28,Germany,paysearch,0,1,0,1
20191020T145859,8.28304E+28,Germany,paysearch,0,1,0,0
20191020T190046,6.71571E+28,Germany,paysearch,0,1,0,1
20191020T161502,9.06613E+28,Germany,paysearch,0,1,0,0
20191020T065852,4.59041E+28,Germany,paysearch,0,1,0,0
20191020T094946,4.41066E+28,Germany,paysearch,0,1,1,0
20191020T113449,5.16002E+27,Germany,paysearch,0,1,0,0
20191020T152608,5.3697E+27,Germany,paysearch,0,1,1,1
20191020T082456,3.20209E+28,Germany,paysearch,0,1,0,0
20191020T143226,3.43907E+28,Germany,paysearch,0,1,0,1
20191020T112120,3.99075E+28,Germany,direct,0,1,0,0
20191020T124021,1.73649E+27,Germany,paysearch,0,1,1,1
20191020T110541,3.28458E+27,Germany,paysearch,0,1,0,0
20191020T171001,6.90603E+28,Germany,paysearch,0,1,0,0
20191020T191952,6.28595E+28,Germany,paysearch,0,1,0,0
20191020T161501,2.22957E+28,Germany,paysearch,0,1,0,0
20191020T205301,7.16956E+28,Germany,orgsearch,0,1,0,0
20191020T101321,3.53799E+28,Germany,direct,0,1,0,0
20191020T110815,2.61989E+28,Germany,direct,0,1,0,0
20191020T142918,3.15343E+28,Germany,paysearch,0,1,1,0
20191020T113614,4.33259E+28,Germany,paysearch,0,1,0,0
20191019T222547,2.26677E+27,Germany,paysearch,0,1,1,1
20191020T114945,7.25844E+26,Germany,paysearch,0,1,0,0
20191020T194640,7.02155E+28,Germany,orgsearch,0,1,1,0
20191020T204851,2.59562E+28,Germany,orgsearch,0,1,0,0
20191020T144036,7.79281E+28,Germany,paysearch,0,1,0,0
20191020T184014,2.03067E+28,Germany,paysearch,0,1,0,0
20191020T074938,3.37168E+28,Germany,paysearch,0,1,1,1
20191020T103950,5.5711E+28,Germany,paysearch,0,1,0,0
20191020T082503,2.37476E+28,Germany,orgsearch,0,1,1,0
20191020T072822,1.81487E+28,Germany,paysearch,0,1,1,0
20191020T153622,8.14082E+28,Germany,paysearch,0,1,0,0
20191020T122724,3.73128E+28,Germany,orgsearch,0,1,1,0
20191020T120727,2.55832E+28,Germany,direct,0,1,0,0
20191020T131826,3.05157E+28,Germany,direct,0,1,0,0
20191020T154209,3.05919E+28,Germany,orgsearch,0,1,1,0
20191020T174200,3.10521E+27,Germany,direct,0,1,1,1
20191020T092539,8.8018E+27,Germany,direct,0,1,1,0
20191020T122701,7.3228E+28,Germany,orgsearch,0,1,0,0
20191020T133516,4.92772E+28,Germany,direct,0,1,0,1
20191020T131018,4.92912E+28,Germany,paysearch,0,1,1,0
20191019T224644,5.11046E+28,Germany,direct,0,1,1,0
20191020T191029,6.20988E+28,Germany,direct,0,1,0,0
20191020T095442,6.57519E+28,Germany,orgsearch,0,1,0,0
20191020T113013,7.20609E+27,Germany,orgsearch,0,1,1,0
20191020T184041,4.63123E+28,Germany,paysearch,0,1,0,0
20191020T091046,2.29308E+27,Germany,paysearch,0,1,0,0
20191020T105735,2.28714E+28,Germany,orgsearch,0,1,0,0
20191020T115728,7.0615E+28,Germany,paysearch,0,1,0,0
20191020T084627,7.59039E+28,Germany,paysearch,0,1,0,0
20191020T093441,7.02064E+28,Germany,paysearch,0,1,1,0
20191020T094524,2.82072E+28,Germany,orgsearch,0,1,1,1
20191020T163252,1.65287E+28,Germany,orgsearch,0,1,0,0
20191020T165227,8.77356E+28,Germany,orgsearch,0,1,0,0
20191020T093523,2.73311E+28,Germany,paysearch,0,1,0,0
20191020T211743,1.83998E+28,Germany,paysearch,0,1,0,0
20191020T111356,3.29784E+28,Germany,orgsearch,0,1,0,0
20191020T102113,2.99843E+28,Germany,paysearch,0,1,1,0
20191020T192130,6.49962E+27,Germany,paysearch,0,1,0,0
20191020T145001,8.7805E+28,Germany,orgsearch,0,1,0,0
20191020T133831,4.65665E+28,Germany,orgsearch,0,1,0,0
20191020T140903,7.37542E+28,Germany,paysearch,0,1,0,0
20191020T132402,6.29846E+27,Germany,orgsearch,0,1,0,0
20191020T081837,2.92175E+27,Germany,paysearch,0,1,0,0
20191020T145849,1.3907E+28,Germany,affiliate,0,1,1,0
20191020T112406,6.10324E+28,Germany,paysearch,0,1,0,0
20191020T213525,5.08417E+28,Germany,paysearch,0,1,0,1
20191020T072324,9.03747E+28,Germany,direct,0,1,1,1
20191020T175302,7.05424E+28,Germany,paysearch,0,1,1,0
20191020T170505,1.08204E+28,Germany,affiliate,0,1,1,1
20191020T201700,6.61081E+28,Germany,paysearch,0,1,0,0
20191020T092916,3.62124E+28,Germany,direct,0,1,0,0
20191020T081229,4.33435E+28,Luxembourg,orgsearch,0,1,0,0
20191020T070314,9.38327E+27,Netherlands,orgsearch,0,1,0,0
20191020T084854,1.20028E+28,Germany,orgsearch,0,1,0,0
20191020T071957,8.22328E+28,Germany,orgsearch,0,1,1,0
20191020T132803,5.59627E+28,Germany,orgsearch,0,1,0,0
20191020T090509,5.68715E+28,Germany,direct,0,1,1,0
20191020T120849,2.05338E+28,Germany,paysearch,0,1,1,1
20191020T094603,1.4025E+28,Germany,direct,0,1,0,0
20191020T111700,3.90724E+28,Germany,paysearch,0,1,0,0
20191020T185802,6.13494E+28,Germany,paysearch,0,1,0,0
20191020T193106,8.05064E+26,Germany,orgsearch,0,1,0,0
20191020T092505,7.08207E+28,Germany,paysearch,0,1,0,0
20191020T115545,6.92793E+28,Germany,orgsearch,0,1,1,0
20191020T134136,7.9426E+28,Germany,affiliate,0,1,1,0
20191020T203941,7.2271E+28,Germany,direct,0,1,1,0
20191020T152001,5.85944E+28,Bosnia & Herzegovina,orgsearch,0,1,0,0
20191020T163210,5.27657E+28,Germany,affiliate,0,1,0,0
20191020T174712,2.17803E+27,Germany,direct,0,1,1,0
20191020T094915,7.82703E+28,Germany,orgsearch,0,1,1,1
20191020T192950,2.38856E+28,Germany,paysearch,0,1,0,0
20191020T110557,5.66798E+27,Germany,direct,0,1,1,0
20191020T154348,9.02099E+28,Germany,affiliate,0,1,0,0
20191020T093853,4.86605E+28,Germany,direct,0,1,0,0
20191020T130053,4.13347E+28,Germany,orgsearch,0,1,0,0
20191020T155025,3.42562E+27,Germany,direct,0,1,1,1
20191020T102452,5.4272E+27,Germany,orgsearch,0,1,0,0
20191020T055305,4.9508E+28,Germany,paysearch,0,1,0,0
20191020T110745,6.07842E+28,Germany,orgsearch,0,1,0,0
20191020T093705,6.26257E+28,Germany,orgsearch,0,1,0,0
20191020T123128,6.302E+28,Germany,direct,0,1,0,0
20191020T134935,6.38612E+28,Germany,orgsearch,0,1,1,1
20191020T131525,5.3941E+28,Germany,orgsearch,0,1,0,0
20191020T141722,4.57051E+28,Germany,paysearch,0,1,1,1
20191020T093002,2.03163E+28,Germany,paysearch,0,1,1,1
20191020T122547,1.64851E+27,Germany,paysearch,0,1,1,0
20191020T072507,1.09106E+28,Germany,paysearch,0,1,0,1
20191020T180622,1.206E+28,Germany,affiliate,0,1,1,0
20191020T192837,1.59947E+28,Germany,paysearch,0,1,1,0
20191020T130511,1.78983E+28,Germany,paysearch,0,1,0,0
20191020T120739,7.02596E+28,Germany,paysearch,0,1,0,0
20191020T142524,8.73202E+28,Germany,paysearch,0,1,0,0
20191020T191922,6.82172E+28,Germany,paysearch,0,1,0,0
20191020T164035,6.41335E+28,Germany,paysearch,0,1,1,1
20191020T100727,6.45061E+28,Germany,orgsearch,0,1,1,0
20191020T061015,6.25806E+28,Germany,orgsearch,0,1,1,1
20191020T115006,6.45435E+28,Germany,orgsearch,0,1,0,0
20191020T073724,1.98169E+28,Germany,orgsearch,0,1,0,0
20191020T192456,1.24665E+28,Germany,paysearch,0,1,0,0
20191020T094408,8.46924E+28,Germany,paysearch,0,1,0,0
20191020T190849,5.75942E+28,Germany,paysearch,0,1,0,0
20191020T144625,3.19459E+28,Germany,orgsearch,0,1,0,0
20191020T105836,1.24519E+28,Germany,orgsearch,0,1,0,0
20191019T220236,7.69765E+28,Germany,affiliate,0,1,0,0
20191020T113328,2.67144E+28,Germany,paysearch,0,1,0,0
20191020T095900,3.86764E+27,Germany,paysearch,0,1,1,0
20191020T093558,8.49378E+28,Germany,paysearch,0,1,1,0
20191019T231847,3.7526E+28,Germany,paysearch,0,1,0,0
20191019T233940,7.73982E+28,Germany,affiliate,0,1,1,0
20191020T170400,8.88751E+28,Germany,paysearch,0,1,0,0
20191020T155536,8.88893E+28,Germany,direct,0,1,1,0
20191020T182939,4.89756E+28,Germany,paysearch,0,1,1,0
20191020T151836,1.35538E+27,Germany,paysearch,0,1,1,1
20191020T192323,7.98549E+28,Germany,paysearch,0,1,1,0
20191020T112032,6.56428E+28,Germany,paysearch,0,1,1,1
20191020T143947,3.74091E+28,Germany,paysearch,0,1,1,1
20191020T141628,8.46152E+28,Germany,paysearch,0,1,0,1
20191020T155231,8.44759E+28,Germany,paysearch,0,1,1,0
20191020T170517,6.6445E+28,Germany,orgsearch,0,1,0,0
20191020T154817,3.43425E+28,Germany,paysearch,0,1,1,1
20191020T145102,7.06903E+28,Germany,paysearch,0,1,1,0
20191019T235534,6.20402E+28,Germany,affiliate,0,1,0,0
20191020T150048,2.96933E+28,Germany,orgsearch,0,1,0,0
20191020T084140,4.24582E+28,Germany,orgsearch,0,1,0,0
20191020T073146,7.34861E+27,Germany,direct,0,1,1,1
20191020T194413,9.92511E+27,Germany,orgsearch,0,1,0,0
20191020T073816,7.7642E+28,Netherlands,direct,0,1,1,0
20191020T165809,8.32328E+28,Germany,direct,0,1,0,0
20191020T111114,5.48859E+28,Germany,direct,0,1,0,0
20191020T023245,5.88164E+28,Germany,direct,0,1,1,0
20191020T123617,2.83519E+28,Germany,paysearch,0,1,0,0
20191020T101535,6.44186E+28,Germany,direct,0,1,0,0
20191020T060257,1.01193E+28,Germany,orgsearch,0,1,1,0
20191020T125740,4.65875E+28,Germany,orgsearch,0,1,0,0
20191020T192219,8.85704E+28,Germany,orgsearch,0,1,0,0
